Experiment,Location,Temperature,Depth,Bottle,Timepoint,Treatment,Target_DOC_Amendment,Inoculum_L,Media_L,Datetime,TOC_Sample,Parallel_Sample,Cell_Sample,DNA_Sample,hours,days,cells,ln_cells,diff_ln_cells,exp_start,exp_end,ln_cells_exp_start,ln_cells_exp_end,cells_exp_start,cells_exp_end,days_exp_start,days_exp_end,mew,doubling,delta_cells,bc,delta_bc,ave_bc,sd_bc,ave_mew,sd_mew,ave_doubling,sd_doubling,ave_delta_cells,sd_delta_cells,ave_delta_bc,sd_delta_bc,ave_lag,sd_lag
144L_2018,Campus Point,20,1,E,2,Mud Leachate,10,1.5,3.5,2018-10-16T20:00:00Z,FALSE,FALSE,TRUE,FALSE,27.5,1.1458333333333333,832832300.7972469,20.54034286029248,0.2702007898761103,1,2,20.27014207041637,20.54034286029248,635639457.867743,832832300.7972469,0.6458333333333334,1.1458333333333333,0.5404015797522207,1.282652024958476,491875354.5995729,2.0820807519931175,1.2296883864989323,2.169578387275255,0.12374034249157348,0.6309998493075356,0.09322485027057685,1.1216121734605469,0.16570864010072756,528491341.8965764,37677540.09019307,1.3212283547414412,0.09419385022548266,0.6458333333333334,0
144L_2018,Campus Point,20,1,E,3,Mud Leachate,10,1.5,3.5,2018-10-17T08:00:00Z,FALSE,FALSE,TRUE,FALSE,39.5,1.6458333333333333,908466522.655965,20.62726859609125,0.0869257357987685,1,2,20.27014207041637,20.54034286029248,635639457.867743,832832300.7972469,0.6458333333333334,1.1458333333333333,0.5404015797522207,1.282652024958476,491875354.5995729,2.2711663066399126,1.2296883864989323,2.2622037207076326,0.012675010579364605,0.6309998493075356,0.09322485027057685,1.1216121734605469,0.16570864010072756,528491341.8965764,37677540.09019307,1.3212283547414412,0.09419385022548266,0.6458333333333334,0
144L_2018,Campus Point,20,1,E,4,Mud Leachate,10,1.5,3.5,2018-10-17T20:00:00Z,TRUE,TRUE,TRUE,TRUE,51.5,2.1458333333333335,860914431.989226,20.57350567532694,-0.053762920764309996,1,2,20.27014207041637,20.54034286029248,635639457.867743,832832300.7972469,0.6458333333333334,1.1458333333333333,0.5404015797522207,1.282652024958476,491875354.5995729,2.152286079973065,1.2296883864989323,2.1253949507174674,0.038029799700793974,0.6309998493075356,0.09322485027057685,1.1216121734605469,0.16570864010072756,528491341.8965764,37677540.09019307,1.3212283547414412,0.09419385022548266,0.6458333333333334,0
144L_2018,Campus Point,20,1,E,5,Mud Leachate,10,1.5,3.5,2018-10-18T08:00:00Z,FALSE,FALSE,TRUE,FALSE,63.5,2.6458333333333335,960415604.78444,20.682876670393075,0.10937099506613635,1,2,20.27014207041637,20.54034286029248,635639457.867743,832832300.7972469,0.6458333333333334,1.1458333333333333,0.5404015797522207,1.282652024958476,491875354.5995729,2.4010390119611,1.2296883864989323,2.3516494149246387,0.06984743796910557,0.6309998493075356,0.09322485027057685,1.1216121734605469,0.16570864010072756,528491341.8965764,37677540.09019307,1.3212283547414412,0.09419385022548266,0.6458333333333334,0
144L_2018,Campus Point,20,1,E,6,Mud Leachate,10,1.5,3.5,2018-10-18T20:00:00Z,FALSE,FALSE,TRUE,FALSE,75.5,3.1458333333333335,1078301779.4101999,20.798653214050514,0.11577654365743939,1,2,20.27014207041637,20.54034286029248,635639457.867743,832832300.7972469,0.6458333333333334,1.1458333333333333,0.5404015797522207,1.282652024958476,491875354.5995729,2.6957544485255,1.2296883864989323,2.5148493255324786,0.2558384784395034,0.6309998493075356,0.09322485027057685,1.1216121734605469,0.16570864010072756,528491341.8965764,37677540.09019307,1.3212283547414412,0.09419385022548266,0.6458333333333334,0
144L_2018,Campus Point,20,1,E,7,Mud Leachate,10,1.5,3.5,2018-10-19T08:00:00Z,FALSE,FALSE,TRUE,FALSE,87.5,3.6458333333333335,1037393337.04528,20.75997699711686,-0.03867621693365564,1,2,20.27014207041637,20.54034286029248,635639457.867743,832832300.7972469,0.6458333333333334,1.1458333333333333,0.5404015797522207,1.282652024958476,491875354.5995729,2.5934833426132,1.2296883864989323,2.52264597494698,0.10017916607637793,0.6309998493075356,0.09322485027057685,1.1216121734605469,0.16570864010072756,528491341.8965764,37677540.09019307,1.3212283547414412,0.09419385022548266,0.6458333333333334,0
144L_2018,Campus Point,20,1,E,8,Mud Leachate,10,1.5,3.5,2018-10-19T20:00:00Z,TRUE,TRUE,TRUE,TRUE,99.5,4.145833333333333,839206073.3960581,20.54796685214608,-0.21201014497077963,1,2,20.27014207041637,20.54034286029248,635639457.867743,832832300.7972469,0.6458333333333334,1.1458333333333333,0.5404015797522207,1.282652024958476,491875354.5995729,2.098015183490145,1.2296883864989323,2.103064843300375,0.007141297388997428,0.6309998493075356,0.09322485027057685,1.1216121734605469,0.16570864010072756,528491341.8965764,37677540.09019307,1.3212283547414412,0.09419385022548266,0.6458333333333334,0
144L_2018,Campus Point,20,1,F,0,Mud Leachate,10,1.5,3.5,2018-10-15T16:30:00Z,TRUE,TRUE,TRUE,TRUE,0,0,337723079.829377,19.63773682719982,0,1,2,20.260246225920664,20.62104528535209,629380289.594071,902830409.022957,0.6458333333333334,1.1458333333333333,0.7215981188628505,0.9605723219626177,565107329.1935799,0.8443076995734425,1.4127683229839498,0.8483500325338138,0.0057167220961848245,0.6309998493075356,0.09322485027057685,1.1216121734605469,0.16570864010072756,528491341.8965764,37677540.09019307,1.3212283547414412,0.09419385022548266,0.6458333333333334,0
144L_2018,Campus Point,20,1,F,1,Mud Leachate,10,1.5,3.5,2018-10-16T08:00:00Z,FALSE,FALSE,TRUE,FALSE,15.5,0.6458333333333334,629380289.594071,20.260246225920664,0.6225093987208439,1,2,20.260246225920664,20.62104528535209,629380289.594071,902830409.022957,0.6458333333333334,1.1458333333333333,0.7215981188628505,0.9605723219626177,565107329.1935799,1.5734507239851776,1.4127683229839498,1.5812746843272676,0.011064750827252898,0.6309998493075356,0.09322485027057685,1.1216121734605469,0.16570864010072756,528491341.8965764,37677540.09019307,1.3212283547414412,0.09419385022548266,0.6458333333333334,0
144L_2018,Campus Point,20,1,F,2,Mud Leachate,10,1.5,3.5,2018-10-16T20:00:00Z,FALSE,FALSE,TRUE,FALSE,27.5,1.1458333333333333,902830409.022957,20.62104528535209,0.3607990594314252,1,2,20.260246225920664,20.62104528535209,629380289.594071,902830409.022957,0.6458333333333334,1.1458333333333333,0.7215981188628505,0.9605723219626177,565107329.1935799,2.2570760225573925,1.4127683229839498,2.169578387275255,0.12374034249157348,0.6309998493075356,0.09322485027057685,1.1216121734605469,0.16570864010072756,528491341.8965764,37677540.09019307,1.3212283547414412,0.09419385022548266,0.6458333333333334,0
144L_2018,Campus Point,20,1,F,3,Mud Leachate,10,1.5,3.5,2018-10-17T08:00:00Z,FALSE,FALSE,TRUE,FALSE,39.5,1.6458333333333333,901296453.910141,20.6193447891021,-0.0017004962499882481,1,2,20.260246225920664,20.62104528535209,629380289.594071,902830409.022957,0.6458333333333334,1.1458333333333333,0.7215981188628505,0.9605723219626177,565107329.1935799,2.2532411347753527,1.4127683229839498,2.2622037207076326,0.012675010579364605,0.6309998493075356,0.09322485027057685,1.1216121734605469,0.16570864010072756,528491341.8965764,37677540.09019307,1.3212283547414412,0.09419385022548266,0.6458333333333334,0
144L_2018,Campus Point,20,1,F,4,Mud Leachate,10,1.5,3.5,2018-10-17T20:00:00Z,TRUE,TRUE,TRUE,TRUE,51.5,2.1458333333333335,839401528.584748,20.5481997299066,-0.0711450591955014,1,2,20.260246225920664,20.62104528535209,629380289.594071,902830409.022957,0.6458333333333334,1.1458333333333333,0.7215981188628505,0.9605723219626177,565107329.1935799,2.09850382146187,1.4127683229839498,2.1253949507174674,0.038029799700793974,0.6309998493075356,0.09322485027057685,1.1216121734605469,0.16570864010072756,528491341.8965764,37677540.09019307,1.3212283547414412,0.09419385022548266,0.6458333333333334,0
